,AnnualElectricSavings(kWh),AnnualGasSavings(Therms),AnnualOilSavings(Gallons),Cost-WeightedLifetime,ECM#,EnergyConservationMeasure,EstimatedAnnual$Savings,EstimatedInstallationCost,EstimatedNYSERDAIncentives,EstimatedPSEGLIIncentives,Life-CycleCostSavings,Life-CycleCostSavingsAfterIncentives,PeakDemandSavings(kW),ROIAfterIncentives,SimplePayback(Years),SimplePaybackAfterIncentive(Years),address,Input.borough,Input.address,Answer.bbl,Answer.x,Answer.y
108,"3,462",294.0,,,3,RTU Replacement,"$1,647","$19,436",$0,,"-$3,443","-$3,443",,-18%,11.80,11.80,"166a 22nd Street, Brooklyn, NY, 11212",Brooklyn,"166a 22nd Street, Brooklyn, NY, 11212",3006450032.0,985120,180548
109,495,165.9,,,4,Install Programmable Thermostat,$398,$220,$0,,"$2,921","$2,921",,1328%,0.55,0.55,"166a 22nd Street, Brooklyn, NY, 11212",Brooklyn,"166a 22nd Street, Brooklyn, NY, 11212",3006450032.0,985120,180548
110,164,0.0,,,5,Low Flow Sink Aerators,$60,$10,$0,,$428,$428,,4283%,0.17,0.17,"166a 22nd Street, Brooklyn, NY, 11212",Brooklyn,"166a 22nd Street, Brooklyn, NY, 11212",3006450032.0,985120,180548
111,"1,441",,0.0,,1,Lighting Upgrades,$385,"$1,435",$340,,"$2,300","$2,640",,241%,3.73,2.85,"165 Humboldt St., Brooklyn, NY, 11206",Brooklyn,"165 Humboldt St., Brooklyn, NY, 11206",3030620024.0,1000411,196902
112,0,,8.9,,2,Low Flow Sink Aerators,$28,$15,$0,,$193,$193,,1289%,0.53,0.53,"165 Humboldt St., Brooklyn, NY, 11206",Brooklyn,"165 Humboldt St., Brooklyn, NY, 11206",3030620024.0,1000411,196902
113,"1,174",0.0,,,1,Lighting Upgrades,$393,"$1,496",$0,,"$2,319","$2,319",,155%,3.81,3.81,"102 Manhattan Ave, Brooklyn, NY, 11206",Brooklyn,"102 Manhattan Ave, Brooklyn, NY, 11206",3030700002.0,999665,196474
114,189,119.3,,,2,Install Programmable Thermostat,$189,$220,$0,,"$1,271","$1,271",,578%,1.16,1.16,"102 Manhattan Ave, Brooklyn, NY, 11206",Brooklyn,"102 Manhattan Ave, Brooklyn, NY, 11206",3030700002.0,999665,196474
115,"3,009",0.0,,,1,Lighting Upgrades,"$1,485","$3,350",,,"$11,068",,,330%,2.26,,"399 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"399 Rockaway Ave, Brooklyn, NY, 11212",3034890164.0,1009048,183513
116,51,40.4,,,2,Install Programmable Thermostat,$93,$270,,,$464,,,172%,2.90,,"399 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"399 Rockaway Ave, Brooklyn, NY, 11212",3034890164.0,1009048,183513
117,63,0.0,,,3,Low Flow Sink Aerator,$31,$5,,,$223,,,4469%,0.16,,"399 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"399 Rockaway Ave, Brooklyn, NY, 11212",3034890164.0,1009048,183513
118,488,0.0,,,4,Reduce DHW Temperature,$241,$0,,,"$1,014",,,High,0.00,,"399 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"399 Rockaway Ave, Brooklyn, NY, 11212",3034890164.0,1009048,183513
119,"2,385",,,,1,Lighting Upgrades,$600,"$3,025",,,"$2,802",,,93%,5.04,,"2849 W 17th St, Brooklyn, NY, 11224",Brooklyn,"2849 W 17th St, Brooklyn, NY, 11224",3070210068.0,988511,149756
120,321,,,,2,Low Flow Sink Aerators,$81,$15,,,$579,,,3859%,0.19,,"2849 W 17th St, Brooklyn, NY, 11224",Brooklyn,"2849 W 17th St, Brooklyn, NY, 11224",3070210068.0,988511,149756
121,"2,110",0.0,,,1,Install Efficient Lighting & Controls,$993,"$1,640",,,"$7,850",,,479%,1.65,,"1424 Fulton Street, Brooklyn, NY, 11216",Brooklyn,"1424 Fulton Street, Brooklyn, NY, 11216",3018630008.0,999848,186962
122,0,15.4,,,2,Low Flow Aerators,$21,$15,,,$140,,,931%,0.71,,"1424 Fulton Street, Brooklyn, NY, 11216",Brooklyn,"1424 Fulton Street, Brooklyn, NY, 11216",3018630008.0,999848,186962
123,0,20.8,,,3,Reduce DHW Temperature,$28,$0,,,$120,,,HIGH,0.00,,"1424 Fulton Street, Brooklyn, NY, 11216",Brooklyn,"1424 Fulton Street, Brooklyn, NY, 11216",3018630008.0,999848,186962
124,"1,588",0.0,,,1,Lighting Upgrades,$249,"$1,923",,,$499,,,26%,7.71,,"547 Nostrand Ave, Brooklyn, NY, 11216",Brooklyn,"547 Nostrand Ave, Brooklyn, NY, 11216",3018670004.0,998281,186578
125,0,19.3,,,2,Low Flow Aerators,$22,$15,,,$144,,,961%,0.69,,"547 Nostrand Ave, Brooklyn, NY, 11216",Brooklyn,"547 Nostrand Ave, Brooklyn, NY, 11216",3018670004.0,998281,186578
126,459,0.0,,,3,Weather-Strip Refrigerated Case Doors,$72,$360,,,$88,,,24%,4.99,,"547 Nostrand Ave, Brooklyn, NY, 11216",Brooklyn,"547 Nostrand Ave, Brooklyn, NY, 11216",3018670004.0,998281,186578
127,0,136.0,,,1,Weatherization Improvements,$131,$900,,,$18,,,2%,6.88,,"976 Park Place, Brooklyn, NY, 11213",Brooklyn,"976 Park Place, Brooklyn, NY, 11213",3012420037.0,999407,184528
128,"16,997",0.0,,,2,Install Energy Efficient Lighting and Controls,"$3,214","$5,207",,,"$31,498",,,605%,1.62,,"976 Park Place, Brooklyn, NY, 11213",Brooklyn,"976 Park Place, Brooklyn, NY, 11213",3012420037.0,999407,184528
129,875,0.0,,,3,Motor Replacement & VFD Installation,$165,$970,,,"$1,005",,,104%,5.86,,"976 Park Place, Brooklyn, NY, 11213",Brooklyn,"976 Park Place, Brooklyn, NY, 11213",3012420037.0,999407,184528
130,0,302.1,,,4,Hot Water Conservation,$290,$250,,,"$2,228",,,891%,0.86,,"976 Park Place, Brooklyn, NY, 11213",Brooklyn,"976 Park Place, Brooklyn, NY, 11213",3012420037.0,999407,184528
131,504,637.8,,,1,Weatherization Improvements,$646,"$4,330",,,$205,,,5%,6.70,,"1041 Bergen St., Brooklyn, NY, 11216",Brooklyn,"1041 Bergen St., Brooklyn, NY, 11216",3012120072.0,997580,185723
132,"16,046",0.0,,,2,Install Efficient Lighting & Controls,"$3,200","$10,550",,,"$26,035",,,247%,3.30,,"1041 Bergen St., Brooklyn, NY, 11216",Brooklyn,"1041 Bergen St., Brooklyn, NY, 11216",3012120072.0,997580,185723
133,0,748.8,,,3,Hot Water Conservation,$640,$280,,,"$5,183",,,1851%,0.44,,"1041 Bergen St., Brooklyn, NY, 11216",Brooklyn,"1041 Bergen St., Brooklyn, NY, 11216",3012120072.0,997580,185723
134,"1,612",0.0,,,4,Vending Machine Controls,$321,$160,,,"$1,312",,,820%,0.50,,"1041 Bergen St., Brooklyn, NY, 11216",Brooklyn,"1041 Bergen St., Brooklyn, NY, 11216",3012120072.0,997580,185723
135,"1,864",,,,1,Lighting Upgrades,$578,$400,,,"$6,499",,,1623%,0.69,,"456 Nostrand Ave, Brooklyn, NY, 11216",Brooklyn,"456 Nostrand Ave, Brooklyn, NY, 11216",3018270060.0,997984,188254
136,395,,,,1,Install Efficient Lighting & Controls,$123,$632,,,$795,,,126%,5.15,,"150 Tompkins Ave, Brooklyn, NY, 11206",Brooklyn,"150 Tompkins Ave, Brooklyn, NY, 11206",3017670038.0,999133,192111
137,763,,,,1,Lighting Upgrades,$273,$830,,,"$2,282",,,275%,3.04,,"408 Marcus Garvey Blvd, Brooklyn, NY, 11216",Brooklyn,"408 Marcus Garvey Blvd, Brooklyn, NY, 11216",3018470037.0,1001363,188072
138,763,,,,1,Lighting Upgrades,$273,$830,,,"$2,282",,,275%,3.04,,"820 Stanley Ave, Brooklyn, NY, 11207",Brooklyn,"820 Stanley Ave, Brooklyn, NY, 11207",3043810001.0,1017794,180148
139,136,485.3,,,1,Envelope Improvements,$420,"$2,800",,,$151,,,5%,6.66,,"3114 Glenwood Road, Brooklyn, NY, 11210",Brooklyn,"3114 Glenwood Road, Brooklyn, NY, 11210",3075590039.0,999130,170202
140,"16,029",0.0,,,2,Lighting Upgrades,"$3,663","$11,010",,,"$32,721",,,297%,3.01,,"3114 Glenwood Road, Brooklyn, NY, 11210",Brooklyn,"3114 Glenwood Road, Brooklyn, NY, 11210",3075590039.0,999130,170202
141,0,47.3,,,3,Install Pipe Insulation,$38,$173,,,$179,,,104%,4.54,,"3114 Glenwood Road, Brooklyn, NY, 11210",Brooklyn,"3114 Glenwood Road, Brooklyn, NY, 11210",3075590039.0,999130,170202
142,0,11.7,,,4,Low Flow Aerators,$9,$25,,,$55,,,219%,2.67,,"3114 Glenwood Road, Brooklyn, NY, 11210",Brooklyn,"3114 Glenwood Road, Brooklyn, NY, 11210",3075590039.0,999130,170202
143,0,139.8,,,1,Envelope Improvements,$135,$900,,,$45,,,5%,6.69,,"658 East 32 Street, Brooklyn, NY, 11210",Brooklyn,"658 East 32 Street, Brooklyn, NY, 11210",3050060066.0,999171,170608
144,"2,791",0.0,,,2,Lighting Upgrades,$688,$756,,,"$7,455",,,986%,1.10,,"658 East 32 Street, Brooklyn, NY, 11210",Brooklyn,"658 East 32 Street, Brooklyn, NY, 11210",3050060066.0,999171,170608
145,0,93.6,,,3,Install Pipe Insulation,$90,$255,,,$579,,,227%,2.83,,"658 East 32 Street, Brooklyn, NY, 11210",Brooklyn,"658 East 32 Street, Brooklyn, NY, 11210",3050060066.0,999171,170608
146,0,15.3,,,4,Low Flow Aerators,$15,$10,,,$116,,,1158%,0.68,,"658 East 32 Street, Brooklyn, NY, 11210",Brooklyn,"658 East 32 Street, Brooklyn, NY, 11210",3050060066.0,999171,170608
147,0,0.0,82.1,,1,Envelope Improvements,$190,"$1,040",,,$295,,,28%,5.47,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
148,"8,150",0.0,0.0,,2,Install Efficient Lighting & Controls,"$2,107","$9,526",,,"$15,594",,,164%,4.52,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
149,0,"-3,200.0","1,962.5",,3,Gas Unit Heater Installation,$927,"$10,835",,,"$2,953",,,27%,11.69,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
150,0,"1,702.1",153.2,,4,Programmable Thermostats & Pipe Insulation,"$2,279",$645,,,"$20,442",,,3169%,0.28,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
151,0,9.3,0.0,,5,Low Flow Aerators,$11,$20,,,$70,,,350%,1.90,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
152,"9,019",0.0,0.0,,6,Refrigeration Equipment Improvements,"$2,331","$2,600",,,"$20,608",,,793%,1.12,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
153,"1,612",0.0,0.0,,7,Vending Machine Controls,$417,$160,,,"$1,748",,,1093%,0.38,,"260 Quincy St., Brooklyn, NY, 11216",Brooklyn,"260 Quincy St., Brooklyn, NY, 11216",3018070048.0,997720,189522
154,"1,823",0.0,,,1,Install Efficient Lighting & Controls,$469,$936,,,"$4,575",,,489%,1.99,,"95 Lefferets Ave, Brooklyn, NY, 11225",Brooklyn,"95 Lefferets Ave, Brooklyn, NY, 11225",3013180070.0,995876,180517
155,0,129.0,,,2,Install Programmable Thermostat,$128,$220,,,$963,,,438%,1.72,,"95 Lefferets Ave, Brooklyn, NY, 11225",Brooklyn,"95 Lefferets Ave, Brooklyn, NY, 11225",3013180070.0,995876,180517
156,0,25.5,,,3,Low Flow Aerators,$25,$15,,,$201,,,1338%,0.59,,"95 Lefferets Ave, Brooklyn, NY, 11225",Brooklyn,"95 Lefferets Ave, Brooklyn, NY, 11225",3013180070.0,995876,180517
157,806,0.0,,,4,Install Energy Star Refrigeration Equipment,$207,"$1,450",,,$614,,,42%,6.99,,"95 Lefferets Ave, Brooklyn, NY, 11225",Brooklyn,"95 Lefferets Ave, Brooklyn, NY, 11225",3013180070.0,995876,180517
158,"7,818",,,,1,Install Efficient Lighting & Controls,"$2,200","$2,398",$670,,"$18,967","$19,637",,1098%,1.09,0.79,"102 Commerce Street, Brooklyn, NY, 11231",Brooklyn,"102 Commerce Street, Brooklyn, NY, 11231",3005070001.0,981787,187588
159,"1,965",,,,2,Replace Split System Air Conditioning Unit,$553,"$2,000",$500,,"$3,369","$3,869",,225%,3.62,2.71,"102 Commerce Street, Brooklyn, NY, 11231",Brooklyn,"102 Commerce Street, Brooklyn, NY, 11231",3005070001.0,981787,187588
160,547,,,,3,Upgrade to He at Pump Wate r Heater,$154,"$2,000",$0,,-$505,-$505,,-25%,13.00,13.00,"102 Commerce Street, Brooklyn, NY, 11231",Brooklyn,"102 Commerce Street, Brooklyn, NY, 11231",3005070001.0,981787,187588
161,0,165.2,,,1,Weatherization Improvements,$135,$900,,,$48,,0,5%,6.66,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
162,"5,032",0.0,,,2,Lighting Upgrades,"$1,280","$2,265",,,"$13,014",,7.1,575%,1.77,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
163,0,110.1,,,3,Radiator Replacements,$90,$512,,,$120,,0,23%,5.69,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
164,0,106.5,,,4,Heating System Improvements,$87,$295,,,$511,,0,173%,3.39,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
165,"1,773",-63.0,,,5,Hot Water Improvements,$399,"$3,025",,,"$1,712",,0,57%,7.57,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
166,382,0.0,,,6,Refrigeration Equipment Improvements,$97,$600,,,$367,,0,61%,6.18,,"397 Rockaway Ave, Brooklyn, NY, 11212",Brooklyn,"397 Rockaway Ave, Brooklyn, NY, 11212",3034890165.0,1009041,183549
167,"23,658",0.0,0.0,,1,Install Efficie nt Lighting & Controls,"$6,003","$7,413","$1,295",,"$50,886","$52,181",,832%,1.23,1.02,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
168,0,"-10,754.4","7,760.0",,2,Boiler Fuel Switch,"$16,454","$24,653","$1,658",,"$164,078","$165,736",,714%,1.50,1.40,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
169,0,"3,123.0",0.0,,3,Whole Building Air-se aling,"$3,465","$12,000",$0,,"$21,650","$21,650",,180%,3.46,3.46,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
170,0,"1,236.0",0.0,,4,Install Programmable The rmostats,"$1,371","$1,540",$0,,"$9,275","$9,275",,602%,1.12,1.12,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
171,936,27.7,0.0,,5,Re place Storage Water Heater with Tankless,$268,"$2,515",$0,,$87,$87,,3%,9.38,9.38,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
172,"1,635",0.0,0.0,,6,Ve nding Machine Controls,$415,$160,$0,,"$2,894","$2,894",,1809%,0.39,0.39,"230 Decatur Street, Brooklyn, NY, 11230",Brooklyn,"230 Decatur Street, Brooklyn, NY, 11230",3016800009.0,1002547,187444
173,"23,658",0.0,0.0,,1,Install Efficie nt Lighting & Controls,"$6,003","$7,413","$1,295",,"$50,886","$52,181",,832%,1.23,1.02,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
174,0,"-10,754.4","7,760.0",,2,Boiler Fuel Switch,"$16,454","$24,653","$1,658",,"$164,078","$165,736",,714%,1.50,1.40,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
175,0,"3,123.0",0.0,,3,Whole Building Air-se aling,"$3,465","$12,000",$0,,"$21,650","$21,650",,180%,3.46,3.46,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
176,0,"1,236.0",0.0,,4,Install Programmable The rmostats,"$1,371","$1,540",$0,,"$9,275","$9,275",,602%,1.12,1.12,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
177,936,27.7,0.0,,5,Re place Storage Water Heater with Tankless,$268,"$2,515",$0,,$87,$87,,3%,9.38,9.38,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
178,"1,635",0.0,0.0,,6,Ve nding Machine Controls,$415,$160,$0,,"$2,894","$2,894",,1809%,0.39,0.39,"1720 Ave J, New York, NY, 11230",Manhattan,"1720 Ave J, New York, NY, 11230",3067190037.0,995700,167060
179,125,453.0,,,1,Envelope Improvements,$586,"$8,284",$0,,"-$1,733","-$1,733",,-21%,14.15,14.15,"253 Conover Street, Brooklyn, NY, 11231",Brooklyn,"253 Conover Street, Brooklyn, NY, 11231",3006100005.0,979589,185422
180,"2,741",0.0,,,2,Install Efficient Lighting & Controls,$717,$449,$45,,"$6,513","$6,558",,1613%,0.63,0.56,"253 Conover Street, Brooklyn, NY, 11231",Brooklyn,"253 Conover Street, Brooklyn, NY, 11231",3006100005.0,979589,185422
181,0,328.7,,,3,"Steam boiler controls and
distribution system balancing",$401,"$2,000",$170,,"$2,601","$2,771",,142%,4.99,4.56,"253 Conover Street, Brooklyn, NY, 11231",Brooklyn,"253 Conover Street, Brooklyn, NY, 11231",3006100005.0,979589,185422
182,0,357.1,,,4,Steam pipe insulation & TRV Controls,$436,"$1,210",$300,,$935,"$1,235",,103%,2.78,2.09,"253 Conover Street, Brooklyn, NY, 11231",Brooklyn,"253 Conover Street, Brooklyn, NY, 11231",3006100005.0,979589,185422
183,0,27.7,,,5,DHW Improvements,$34,$38,$23,,$210,$233,,1331%,1.14,0.47,"253 Conover Street, Brooklyn, NY, 11231",Brooklyn,"253 Conover Street, Brooklyn, NY, 11231",3006100005.0,979589,185422
184,125,453.0,,,1,Envelope Improvements,$586,"$8,284",$0,,"-$1,733","-$1,733",,-21%,14.15,14.15,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994739,176202
185,125,453.0,,,1,Envelope Improvements,$586,"$8,284",$0,,"-$1,733","-$1,733",,-21%,14.15,14.15,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994718,176088
186,"2,741",0.0,,,2,Install Efficient Lighting & Controls,$717,$449,$45,,"$6,513","$6,558",,1613%,0.63,0.56,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994739,176202
187,"2,741",0.0,,,2,Install Efficient Lighting & Controls,$717,$449,$45,,"$6,513","$6,558",,1613%,0.63,0.56,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994718,176088
188,0,328.7,,,3,"Steam boiler controls and
distribution system balancing",$401,"$2,000",$170,,"$2,601","$2,771",,142%,4.99,4.56,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994739,176202
189,0,328.7,,,3,"Steam boiler controls and
distribution system balancing",$401,"$2,000",$170,,"$2,601","$2,771",,142%,4.99,4.56,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994718,176088
190,0,357.1,,,4,Steam pipe insulation & TRV Controls,$436,"$1,210",$300,,$935,"$1,235",,103%,2.78,2.09,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994739,176202
191,0,357.1,,,4,Steam pipe insulation & TRV Controls,$436,"$1,210",$300,,$935,"$1,235",,103%,2.78,2.09,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994718,176088
192,0,27.7,,,5,DHW Improvements,$34,$38,$23,,$210,$233,,1331%,1.14,0.47,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994739,176202
193,0,27.7,,,5,DHW Improvements,$34,$38,$23,,$210,$233,,1331%,1.14,0.47,"157 St. Pauls Place, Brooklyn, NY, 11226",Brooklyn,"157 St. Pauls Place, Brooklyn, NY, 11226",3050800050.0,994718,176088
194,958,0.0,,,1,Install Efficient Lighting & Controls,$284,$663,$135,,"$2,096","$2,231",,397%,2.33,1.86,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
195,958,0.0,,,1,Install Efficient Lighting & Controls,$284,$663,$135,,"$2,096","$2,231",,397%,2.33,1.86,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
196,163,0.0,,,2,Electric HVAC Replacement,$48,$220,$0,,$136,$136,,62%,4.54,4.54,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
197,163,0.0,,,2,Electric HVAC Replacement,$48,$220,$0,,$136,$136,,62%,4.54,4.54,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
198,80,211.0,,,3,Air Sealing,$275,$800,$0,,"$1,868","$1,868",,233%,2.91,2.91,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
199,80,211.0,,,3,Air Sealing,$275,$800,$0,,"$1,868","$1,868",,233%,2.91,2.91,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
200,175,464.7,,,4,Attic Insulation,$605,"$4,000",$0,,"$4,322","$4,322",,108%,6.62,6.62,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
201,175,464.7,,,4,Attic Insulation,$605,"$4,000",$0,,"$4,322","$4,322",,108%,6.62,6.62,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
202,958,0.0,,,1,Install Efficient Lighting & Controls,$284,$663,$135,,"$2,096","$2,231",,397%,2.33,1.86,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
203,958,0.0,,,1,Install Efficient Lighting & Controls,$284,$663,$135,,"$2,096","$2,231",,397%,2.33,1.86,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
204,163,0.0,,,2,Electric HVAC Replacement,$48,$220,$0,,$136,$136,,62%,4.54,4.54,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
205,163,0.0,,,2,Electric HVAC Replacement,$48,$220,$0,,$136,$136,,62%,4.54,4.54,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
206,80,211.0,,,3,Air Sealing,$275,$800,$0,,"$1,868","$1,868",,233%,2.91,2.91,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
207,80,211.0,,,3,Air Sealing,$275,$800,$0,,"$1,868","$1,868",,233%,2.91,2.91,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
208,175,464.7,,,4,Attic Insulation,$605,"$4,000",$0,,"$4,322","$4,322",,108%,6.62,6.62,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
209,175,464.7,,,4,Attic Insulation,$605,"$4,000",$0,,"$4,322","$4,322",,108%,6.62,6.62,"2115 Albermarle Terrace, Brooklyn, NY, 11226",Brooklyn,"2115 Albermarle Terrace, Brooklyn, NY, 11226",3051020117.0,995576,175658
210,352,972.2,,,1,Air Sealing & Wall Insulation,"$2,368","$4,100",$0,,"$31,532","$31,532",,769%,1.73,1.73,"2134 Dean Street, Brooklyn, NY, 11233",Brooklyn,"2134 Dean Street, Brooklyn, NY, 11233",3014460036.0,1007265,185178
211,"3,679",0.0,,,2,Install Efficient Lighting & Controls,$982,"$1,725",$300,,"$7,815","$8,115",,548%,1.76,1.45,"2134 Dean Street, Brooklyn, NY, 11233",Brooklyn,"2134 Dean Street, Brooklyn, NY, 11233",3014460036.0,1007265,185178
212,0,190.0,,,3,Program Thermostat for Temperature Set-back,$444,$0,$0,,"$3,505","$3,505",,,0.00,0.00,"2134 Dean Street, Brooklyn, NY, 11233",Brooklyn,"2134 Dean Street, Brooklyn, NY, 11233",3014460036.0,1007265,185178
213,0,161.5,,,4,Remove Extra Water Heater,$378,"$1,000",$0,,"$2,670","$2,670",,267%,2.65,2.65,"2134 Dean Street, Brooklyn, NY, 11233",Brooklyn,"2134 Dean Street, Brooklyn, NY, 11233",3014460036.0,1007265,185178
214,0,,56.0,"108,000",1,Envelope Improvements,$234,"$2,700",$0,,$816,$816,,30%,11.55,11.55,"334 Ashford Street, Brooklyn, NY, 11208",Brooklyn,"334 Ashford Street, Brooklyn, NY, 11208",3039990022.0,1016021,184922
215,"1,111",,0.0,"26,314",2,Install Efficient Lighting & Controls,$0,"$1,754",$0,,$0,$0,,0%,0.00,0.00,"334 Ashford Street, Brooklyn, NY, 11208",Brooklyn,"334 Ashford Street, Brooklyn, NY, 11208",3039990022.0,1016021,184922
216,0,,33.6,"5,250",3,Heating System Tune-up,$140,$750,$0,,$33,$33,,4%,5.35,5.35,"334 Ashford Street, Brooklyn, NY, 11208",Brooklyn,"334 Ashford Street, Brooklyn, NY, 11208",3039990022.0,1016021,184922
